Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Mass	Annotation	Reviewed	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs
B1XBZ7	THIC_ECODH	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC ECDH10B_4183	Escherichia coli (strain K12 / DH10B)	631	thiC	70850	3.0	reviewed	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytosol [GO:0005829]	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]	GO:0005829; GO:0008270; GO:0009228; GO:0009229; GO:0016830; GO:0051539
B1XC00	DCUP_ECODH	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE ECDH10B_4186	Escherichia coli (strain K12 / DH10B)	354	hemE	39248	3.0	reviewed	protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]	cytosol [GO:0005829]	cytosol [GO:0005829]; uroporphyrinogen decarboxylase activity [GO:0004853]; protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]	uroporphyrinogen decarboxylase activity [GO:0004853]	GO:0004853; GO:0005829; GO:0019353
B1XC01	NFI_ECODH	Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi ECDH10B_4187	Escherichia coli (strain K12 / DH10B)	223	nfi	24673	3.0	reviewed	DNA repair [GO:0006281]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; deoxyribonuclease V activity [GO:0043737]; magnesium ion binding [GO:0000287]; RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; single-stranded RNA binding [GO:0003727]; DNA repair [GO:0006281]	deoxyribonuclease V activity [GO:0043737]; magnesium ion binding [GO:0000287]; RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; single-stranded RNA binding [GO:0003727]	GO:0000287; GO:0003727; GO:0005737; GO:0006281; GO:0016891; GO:0043737
B1XC09	PUR9_ECODH	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH ECDH10B_4195	Escherichia coli (strain K12 / DH10B)	529	purH	57329	3.0	reviewed	'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]	cytosol [GO:0005829]; IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; 'de novo' IMP biosynthetic process [GO:0006189]	IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]	GO:0003937; GO:0004643; GO:0005829; GO:0006189
B1XC12	METAS_ECODH	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	metAS ECDH10B_4202	Escherichia coli (strain K12 / DH10B)	309	metAS	35727	3.0	reviewed	L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine [GO:0019281]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; homoserine O-acetyltransferase activity [GO:0004414]; homoserine O-succinyltransferase activity [GO:0008899]; L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine [GO:0019281]	homoserine O-acetyltransferase activity [GO:0004414]; homoserine O-succinyltransferase activity [GO:0008899]	GO:0004414; GO:0005737; GO:0008899; GO:0019281
B1XC15	ACEK_ECODH	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK ECDH10B_4205	Escherichia coli (strain K12 / DH10B)	578	aceK	67699	3.0	reviewed	glucose metabolic process [GO:0006006]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; [isocitrate dehydrogenase (NADP+)] kinase activity [GO:0008772]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]; glucose metabolic process [GO:0006006]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	[isocitrate dehydrogenase (NADP+)] kinase activity [GO:0008772]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0004721; GO:0005524; GO:0005737; GO:0006006; GO:0006097; GO:0006099; GO:0008772; GO:0016208
B1XC24	G6PI_ECODH	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi ECDH10B_4214	Escherichia coli (strain K12 / DH10B)	549	pgi	61530	3.0	reviewed	gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367
B1XC35	LAMB_ECODH	Maltoporin (Maltose-inducible porin)	lamB ECDH10B_4225	Escherichia coli (strain K12 / DH10B)	446	lamB	49912	3.0	reviewed	monoatomic ion transport [GO:0006811]	cell outer membrane [GO:0009279]; pore complex [GO:0046930]	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; maltodextrin transmembrane transporter activity [GO:0042958]; maltose transporting porin activity [GO:0015481]; monoatomic ion transport [GO:0006811]	maltodextrin transmembrane transporter activity [GO:0042958]; maltose transporting porin activity [GO:0015481]	GO:0006811; GO:0009279; GO:0015481; GO:0042958; GO:0046930
B1XC42	LEXA_ECODH	LexA repressor (EC 3.4.21.88)	lexA ECDH10B_4232	Escherichia coli (strain K12 / DH10B)	202	lexA	22358	3.0	reviewed	DNA repair [GO:0006281]; DNA replication [GO:0006260]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]		DNA binding [GO:0003677]; serine-type endopeptidase activity [GO:0004252]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]	DNA binding [GO:0003677]; serine-type endopeptidase activity [GO:0004252]	GO:0003677; GO:0004252; GO:0006260; GO:0006281; GO:0006508; GO:0009432; GO:0045892
B1XC47	KEFF_ECODH	Glutathione-regulated potassium-efflux system ancillary protein KefF (Quinone oxidoreductase KefF) (EC 1.6.5.2)	kefF ECDH10B_0047	Escherichia coli (strain K12 / DH10B)	176	kefF	20170	3.0	reviewed	positive regulation of potassium ion transmembrane transport [GO:1901381]; potassium ion transport [GO:0006813]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; NADPH dehydrogenase (quinone) activity [GO:0008753]; positive regulation of potassium ion transmembrane transport [GO:1901381]; potassium ion transport [GO:0006813]	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; NADPH dehydrogenase (quinone) activity [GO:0008753]	GO:0005886; GO:0006813; GO:0008753; GO:0009055; GO:0010181; GO:0050136; GO:1901381
B1XC48	KEFC_ECODH	Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter)	kefC ECDH10B_0048	Escherichia coli (strain K12 / DH10B)	620	kefC	67796	3.0	reviewed	proton transmembrane transport [GO:1902600]; response to methylglyoxal [GO:0051595]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; glutathione-regulated potassium exporter activity [GO:0015503]; toxic substance binding [GO:0015643]; proton transmembrane transport [GO:1902600]; response to methylglyoxal [GO:0051595]	enzyme binding [GO:0019899]; glutathione-regulated potassium exporter activity [GO:0015503]; toxic substance binding [GO:0015643]	GO:0005886; GO:0015503; GO:0015643; GO:0019899; GO:0051595; GO:1902600
B1XC52	RSMA_ECODH	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA ECDH10B_0052	Escherichia coli (strain K12 / DH10B)	273	rsmA	30420	3.0	reviewed		cytosol [GO:0005829]	cytosol [GO:0005829]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]	GO:0003723; GO:0005829; GO:0052908
B1XC53	PDXA_ECODH	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	pdxA ECDH10B_0053	Escherichia coli (strain K12 / DH10B)	329	pdxA	35114	3.0	reviewed	pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; cobalt ion binding [GO:0050897]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; cobalt ion binding [GO:0050897]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]	GO:0000287; GO:0005737; GO:0008270; GO:0008615; GO:0042823; GO:0050570; GO:0050897; GO:0051287
B1XC64	MRAY_ECODH	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY ECDH10B_0069	Escherichia coli (strain K12 / DH10B)	360	mraY	39875	3.0	reviewed	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]	GO:0005886; GO:0008360; GO:0008963; GO:0009252; GO:0046872; GO:0051301; GO:0051992; GO:0071555
B1XC67	MURG_ECODH	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG ECDH10B_0072	Escherichia coli (strain K12 / DH10B)	355	murG	37815	3.0	reviewed	carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]	GO:0005886; GO:0005975; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555
B1XC68	MURC_ECODH	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC ECDH10B_0073	Escherichia coli (strain K12 / DH10B)	491	murC	53626	3.0	reviewed	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]	GO:0005524; GO:0005737; GO:0008360; GO:0008763; GO:0009252; GO:0051301; GO:0071555
B1XC73	LPXC_ECODH	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC ECDH10B_0078	Escherichia coli (strain K12 / DH10B)	305	lpxC	33956	3.0	reviewed	lipid A biosynthetic process [GO:0009245]	membrane [GO:0016020]	membrane [GO:0016020]; metal ion binding [GO:0046872]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]; lipid A biosynthetic process [GO:0009245]	metal ion binding [GO:0046872]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]	GO:0009245; GO:0016020; GO:0046872; GO:0103117
B1XC75	SECA_ECODH	Protein translocase subunit SecA (EC 7.4.2.8)	secA ECDH10B_0080	Escherichia coli (strain K12 / DH10B)	901	secA	102023	3.0	reviewed	intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	cell envelope Sec protein transport complex [GO:0031522]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	cell envelope Sec protein transport complex [GO:0031522]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-exporting ATPase activity [GO:0008564]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-exporting ATPase activity [GO:0008564]	GO:0005524; GO:0005829; GO:0005886; GO:0006605; GO:0008564; GO:0017038; GO:0031522; GO:0043952; GO:0046872; GO:0065002
B1XC80	GUAC_ECODH	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC ECDH10B_0085	Escherichia coli (strain K12 / DH10B)	347	guaC	37384	3.0	reviewed	purine nucleotide metabolic process [GO:0006163]	cytosol [GO:0005829]; GMP reductase complex [GO:1902560]	cytosol [GO:0005829]; GMP reductase complex [GO:1902560]; GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872]; purine nucleotide metabolic process [GO:0006163]	GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872]	GO:0003920; GO:0005829; GO:0006163; GO:0046872; GO:1902560
B1XC95	SPED_ECODH	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD ECDH10B_0100	Escherichia coli (strain K12 / DH10B)	264	speD	30385	3.0	reviewed	spermidine biosynthetic process [GO:0008295]	cytosol [GO:0005829]	cytosol [GO:0005829]; adenosylmethionine decarboxylase activity [GO:0004014]; spermidine biosynthetic process [GO:0008295]	adenosylmethionine decarboxylase activity [GO:0004014]	GO:0004014; GO:0005829; GO:0008295
B1XC96	SPEE_ECODH	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE ECDH10B_0101	Escherichia coli (strain K12 / DH10B)	288	speE	32321	3.0	reviewed	spermidine biosynthetic process [GO:0008295]	cytosol [GO:0005829]	cytosol [GO:0005829]; spermidine synthase activity [GO:0004766]; spermidine biosynthetic process [GO:0008295]	spermidine synthase activity [GO:0004766]	GO:0004766; GO:0005829; GO:0008295
B1XCA6	PAND_ECODH	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD ECDH10B_0111	Escherichia coli (strain K12 / DH10B)	126	panD	13834	3.0	reviewed	alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940]	cytosol [GO:0005829]	cytosol [GO:0005829]; aspartate 1-decarboxylase activity [GO:0004068]; alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940]	aspartate 1-decarboxylase activity [GO:0004068]	GO:0004068; GO:0005829; GO:0006523; GO:0015940
B1XCA8	PANC_ECODH	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC ECDH10B_0113	Escherichia coli (strain K12 / DH10B)	283	panC	31598	3.0	reviewed	pantothenate biosynthetic process [GO:0015940]	cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; pantoate-beta-alanine ligase activity [GO:0004592]; pantothenate biosynthetic process [GO:0015940]	ATP binding [GO:0005524]; pantoate-beta-alanine ligase activity [GO:0004592]	GO:0004592; GO:0005524; GO:0005829; GO:0015940
B1XCA9	PANB_ECODH	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB ECDH10B_0114	Escherichia coli (strain K12 / DH10B)	264	panB	28237	3.0	reviewed	pantothenate biosynthetic process [GO:0015940]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003864; GO:0005737; GO:0015940
B1XCH3	TTCA_ECODH	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA ECDH10B_1465	Escherichia coli (strain K12 / DH10B)	311	ttcA	35561	3.0	reviewed	tRNA thio-modification [GO:0034227]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]; tRNA thio-modification [GO:0034227]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0005524; GO:0005737; GO:0016783; GO:0034227; GO:0051539
B1XCM5	SYA_ECODH	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS ECDH10B_2865	Escherichia coli (strain K12 / DH10B)	876	alaS	96032	3.0	reviewed	alanyl-tRNA aminoacylation [GO:0006419]; negative regulation of DNA-templated transcription [GO:0045892]	cytosol [GO:0005829]	cytosol [GO:0005829]; alanine-tRNA ligase activity [GO:0004813]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]; negative regulation of DNA-templated transcription [GO:0045892]	alanine-tRNA ligase activity [GO:0004813]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	GO:0000049; GO:0002161; GO:0004813; GO:0005524; GO:0005829; GO:0006419; GO:0008270; GO:0045892
